study_accession	secondary_study_accession	study_title	study_alias	experiment_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	experiment_alias	sample_accession	secondary_sample_accession	run_accession	submission_accession	tax_id	scientific_name	nominal_length	read_count	base_count	center_name	first_public	last_updated	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA411183	SRP124121	Physcomitrella patens patens Transcriptome - 071-E08 - Ksl	PRJNA411183	SRX3364071	ILLUMINA	Illumina HiSeq 2500	BXHGZ	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86190	SAMN07686811	SRS2661902	SRR6257661	SRA628533	3218	Physcomitrella patens		11542871.0	3485947042.0		2017-11-06	2017-11-06	JGI-SRA-86190	821358161;851875522;	d0f0adc65d73b77f9c7f768edb715878;9c9379ecdd78c53f149a9c122743bd82;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257661/SRR6257661_2.fastq.gz;							1529646191.0	1f9110bc242b8479497e26c327b6fb46	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257661	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/001/SRR6257661	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257661				Gp0240057		Physcomitrella patens patens Transcriptome - 071-E08 - Ksl		2017-11-06
PRJNA411184	SRP124127	Physcomitrella patens patens Transcriptome - 071-F06 - Ksl	PRJNA411184	SRX3364039	ILLUMINA	Illumina HiSeq 2500	BBTUY	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65261	SAMN07686812	SRS2661908	SRR6257573	SRA628530	3218	Physcomitrella patens		23773061.0	7179464422.0		2017-11-06	2017-11-06	JGI-SRA-65261	2093635100;2114879865;	fc586d3d677d4982796cd88d95f29544;fe6d77dbb51fc7091800484c48e38f7d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257573/SRR6257573_2.fastq.gz;							3066399749.0	cf146b1d93dd6790b4255898e02b8490	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257573	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/003/SRR6257573	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257573				Gp0240058		Physcomitrella patens patens Transcriptome - 071-F06 - Ksl		2017-11-06
PRJNA411184	SRP124127	Physcomitrella patens patens Transcriptome - 071-F06 - Ksl	PRJNA411184	SRX3364095	ILLUMINA	Illumina HiSeq 2500	BXHHA	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86182	SAMN07686812	SRS2661908	SRR6257637	SRA628533	3218	Physcomitrella patens		14751356.0	4454909512.0		2017-11-06	2017-11-06	JGI-SRA-86182	1080633220;1117763845;	1b06276626cd2200122e9a98fed4db50;82d3e33b5bd3227bb11b8e5d22ef9287;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257637/SRR6257637_2.fastq.gz;							2013176034.0	54d0c891f6fcb720ae64f4d4c5311dda	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257637	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/007/SRR6257637	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257637				Gp0240058		Physcomitrella patens patens Transcriptome - 071-F06 - Ksl		2017-11-06
PRJNA411185	SRP124090	Physcomitrella patens patens Transcriptome - 071-F07 - Ksl	PRJNA411185	SRX3364010	ILLUMINA	Illumina HiSeq 2500	BBTUZ	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65259	SAMN07687347	SRS2661871	SRR6257602	SRA628530	3218	Physcomitrella patens		21727429.0	6561683558.0		2017-11-06	2017-11-06	JGI-SRA-65259	1931296231;1967886258;	cf61a6efda02647575e4825d6081d3ad;b13daf1607c0c3b36e5574fab14b145e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257602/SRR6257602_2.fastq.gz;							2848681633.0	1df351d4ceecc4aef5325219e389f847	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257602	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/002/SRR6257602	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257602				Gp0240059		Physcomitrella patens patens Transcriptome - 071-F07 - Ksl		2017-11-06
PRJNA411185	SRP124090	Physcomitrella patens patens Transcriptome - 071-F07 - Ksl	PRJNA411185	SRX3364087	ILLUMINA	Illumina HiSeq 2500	BXHHB	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86166	SAMN07687347	SRS2661871	SRR6257645	SRA628533	3218	Physcomitrella patens		14092763.0	4256014426.0		2017-11-06	2017-11-06	JGI-SRA-86166	1027831000;1041047368;	9405644d6aaab7f65ad8fb896a9d38e9;ce7a14874d3e76cffc981778b9e01621;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257645/SRR6257645_2.fastq.gz;							1885019501.0	3374be3b3139902ddf45ed50245ecf78	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257645	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/005/SRR6257645	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257645				Gp0240059		Physcomitrella patens patens Transcriptome - 071-F07 - Ksl		2017-11-06
PRJNA411186	SRP124097	Physcomitrella patens patens Transcriptome - 071-F08 - Ksl	PRJNA411186	SRX3364014	ILLUMINA	Illumina HiSeq 2500	BBTWA	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65271	SAMN07686813	SRS2661878	SRR6257598	SRA628530	3218	Physcomitrella patens		4697798.0	1418734996.0		2017-11-06	2017-11-06	JGI-SRA-65271	388198051;420038320;	566f0a69694e65643570eaa533ef5904;db5589a8a2d90453a12b2f4088768e05;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257598/SRR6257598_2.fastq.gz;							586160465.0	a8945d67870be0bfb3d3ef47d434039f	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257598	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/008/SRR6257598	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257598				Gp0240060		Physcomitrella patens patens Transcriptome - 071-F08 - Ksl		2017-11-06
PRJNA411186	SRP124097	Physcomitrella patens patens Transcriptome - 071-F08 - Ksl	PRJNA411186	SRX3364097	ILLUMINA	Illumina HiSeq 2500	BXHHC	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86180	SAMN07686813	SRS2661878	SRR6257635	SRA628533	3218	Physcomitrella patens		16994011.0	5132191322.0		2017-11-06	2017-11-06	JGI-SRA-86180	1265459944;1287342703;	81cf39962ff6dc27a4e651b702c97e55;865089d2e649ff3c05370f4f4a563e47;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257635/SRR6257635_2.fastq.gz;							2340315865.0	8b5a3bc0340529d52957692748aca4d9	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257635	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/005/SRR6257635	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257635				Gp0240060		Physcomitrella patens patens Transcriptome - 071-F08 - Ksl		2017-11-06
PRJNA411187	SRP124100	Physcomitrella patens patens Transcriptome - 071-H03 - Ksl	PRJNA411187	SRX3364017	ILLUMINA	Illumina HiSeq 2500	BBTWB	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65272	SAMN07686814	SRS2661881	SRR6257595	SRA628530	3218	Physcomitrella patens		7303624.0	2205694448.0		2017-11-06	2017-11-06	JGI-SRA-65272	593756998;664195981;	aafd44487281ae0f958d8f2b44870f79;b72ec90c691f7b9cb2ae7079b1cd9dba;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257595/SRR6257595_2.fastq.gz;							917089591.0	47dc234480f07c0e3f190ecb6e558cd9	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257595	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/005/SRR6257595	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257595				Gp0240061		Physcomitrella patens patens Transcriptome - 071-H03 - Ksl		2017-11-06
PRJNA411187	SRP124100	Physcomitrella patens patens Transcriptome - 071-H03 - Ksl	PRJNA411187	SRX3364102	ILLUMINA	Illumina HiSeq 2500	BXHHG	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86177	SAMN07686814	SRS2661881	SRR6257630	SRA628533	3218	Physcomitrella patens		13979145.0	4221701790.0		2017-11-06	2017-11-06	JGI-SRA-86177	978720378;995233514;	8298bc127178110ef2b9008c66a08b58;ad6d877c9b7dea99cdb78e6033b21a72;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257630/SRR6257630_2.fastq.gz;							1850262060.0	83bc04ab15667c7d4b5f8e4253776f11	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257630	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/000/SRR6257630	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257630				Gp0240061		Physcomitrella patens patens Transcriptome - 071-H03 - Ksl		2017-11-06
PRJNA411188	SRP124099	Physcomitrella patens patens Transcriptome - 071-H04 - Ksl	PRJNA411188	SRX3364016	ILLUMINA	Illumina HiSeq 2500	BBTWC	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65273	SAMN07687346	SRS2661880	SRR6257596	SRA628530	3218	Physcomitrella patens		9686755.0	2925400010.0		2017-11-06	2017-11-06	JGI-SRA-65273	795463754;901384995;	715a9dca51b59bb22c5e06b7325b9bdf;927733324ebcf657fc456b34d9baab02;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257596/SRR6257596_2.fastq.gz;							1242230818.0	81a8ea3c65ecc99e2c2158ce5aef1eea	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257596	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/006/SRR6257596	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257596				Gp0240062		Physcomitrella patens patens Transcriptome - 071-H04 - Ksl		2017-11-06
PRJNA411188	SRP124099	Physcomitrella patens patens Transcriptome - 071-H04 - Ksl	PRJNA411188	SRX3364101	ILLUMINA	Illumina HiSeq 2500	BXHHH	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86176	SAMN07687346	SRS2661880	SRR6257631	SRA628533	3218	Physcomitrella patens		15595889.0	4709958478.0		2017-11-06	2017-11-06	JGI-SRA-86176	1156946966;1152701692;	74796c1765475ae9a454060c12388667;1975790a3d29583beb9ea866b458eaf2;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257631/SRR6257631_2.fastq.gz;							2167011317.0	68ddad622e3e11b35c1ebc3f9d104265	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257631	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/001/SRR6257631	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257631				Gp0240062		Physcomitrella patens patens Transcriptome - 071-H04 - Ksl		2017-11-06
PRJNA411189	SRP124103	Physcomitrella patens patens Transcriptome - 071-H05 - Ksl	PRJNA411189	SRX3364021	ILLUMINA	Illumina HiSeq 2500	BBTWG	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65276	SAMN07686815	SRS2661884	SRR6257591	SRA628530	3218	Physcomitrella patens		13235834.0	3997221868.0		2017-11-06	2017-11-06	JGI-SRA-65276	1095172167;1264043429;	19d22e2dcb641757fbaefceb5420a956;ddcde5cea46f4d1affc9e66378b61c54;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257591/SRR6257591_2.fastq.gz;							1732428865.0	0fc8b4db183f9cb7efb029a4d7488feb	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257591	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/001/SRR6257591	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257591				Gp0240063		Physcomitrella patens patens Transcriptome - 071-H05 - Ksl		2017-11-06
PRJNA411189	SRP124103	Physcomitrella patens patens Transcriptome - 071-H05 - Ksl	PRJNA411189	SRX3364100	ILLUMINA	Illumina HiSeq 2500	BXHHN	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86173	SAMN07686815	SRS2661884	SRR6257632	SRA628533	3218	Physcomitrella patens		17938454.0	5417413108.0		2017-11-06	2017-11-06	JGI-SRA-86173	1384199169;1418102485;	9b1722a03821267136a1c992e49a8a15;a22aac8cbe2d3965a244e49decc38763;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257632/SRR6257632_2.fastq.gz;							2529231842.0	16c20b0e523219f6b371a06ebb33013e	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257632	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/002/SRR6257632	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257632				Gp0240063		Physcomitrella patens patens Transcriptome - 071-H05 - Ksl		2017-11-06
PRJNA411190	SRP124106	Physcomitrella patens patens Transcriptome - 071-G09 - Ksl	PRJNA411190	SRX3364023	ILLUMINA	Illumina HiSeq 2500	BBTWH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65296	SAMN07686816	SRS2661887	SRR6257589	SRA628530	3218	Physcomitrella patens		5697255.0	1720571010.0		2017-11-06	2017-11-06	JGI-SRA-65296	475550747;524506753;	19f942b2cfc4a3450e44b58db0f768e2;cb93658a3a74a46c79b4bf2d0dade854;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257589/SRR6257589_2.fastq.gz;							731555327.0	e3c524be3b14c995f96b46dcfc992810	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257589	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/009/SRR6257589	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257589				Gp0240064		Physcomitrella patens patens Transcriptome - 071-G09 - Ksl		2017-11-06
PRJNA411190	SRP124106	Physcomitrella patens patens Transcriptome - 071-G09 - Ksl	PRJNA411190	SRX3364105	ILLUMINA	Illumina HiSeq 2500	BXHHO	PAIRED	OTHER	TRANSCRIPTOMIC	other	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-86172	SAMN07686816	SRS2661887	SRR6257627	SRA628533	3218	Physcomitrella patens		18288808.0	5523220016.0		2017-11-06	2017-11-06	JGI-SRA-86172	1435140715;1509667450;	07683eb81ba21a5d3aa45d691b1fcb5f;2283bec9824ab2108243dd33c6088b29;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257627/SRR6257627_2.fastq.gz;							2600897911.0	5b65a3cd1864cb93fc9c9b69604d43d2	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257627	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/007/SRR6257627	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257627				Gp0240064		Physcomitrella patens patens Transcriptome - 071-G09 - Ksl		2017-11-06
PRJNA411191	SRP124125	Physcomitrella patens patens Transcriptome - 071-H01 - Ksl	PRJNA411191	SRX3364041	ILLUMINA	Illumina HiSeq 2500	BBTWN	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500 sequencing; Physcomitrella patens patens Gene Atlas Plate 19	JGI-SRA-65269	SAMN07687345	SRS2661906	SRR6257571	SRA628530	3218	Physcomitrella patens		6695167.0	2021940434.0		2017-11-06	2017-11-06	JGI-SRA-65269	550643142;622660722;	09f87d23f38ef6e26cd4df2ad84135f5;cfc72ab56a6a0be5edab9bb1c7d544a0;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257571/SRR6257571_2.fastq.gz;							857805728.0	4972c83a51f78e5ea771606e5d2ebbc0	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257571	fasp.sra.ebi.ac.uk:/vol1/srr/SRR625/001/SRR6257571	ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257571				Gp0240065		Physcomitrella patens patens Transcriptome - 071-H01 - Ksl		2017-11-06
